number,image_link,image_link/_title,image/_alt,title_link/_text,yeartype_number,value_number,dir_link,dir_link/_text,credit_link_1,credit_link_1/_text,credit_link_1/_title,credit_value_2,credit_value_3,credit_link_2,credit_link_2/_text,credit_link_3,credit_link_3/_text,credit_link_3/_title,credit_value_4,credit_link_4,credit_link_4/_text,credit_link_4/_title,genre_content,genre_links,genre_links/_text,genre_links/_title,runtime_value,runtime_value_numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,http://www.imdb.com/title/tt1821480/,Kahaani (2012),Kahaani (2012),Kahaani,2012,8.2,Dir:,http://www.imdb.com/name/nm1223910/,With:,http://www.imdb.com/name/nm1799038/,Vidya Balan,,,",",http://www.imdb.com/name/nm1913625/,",",http://www.imdb.com/name/nm0154122/,Dhritiman Chatterjee,,,,,,Drama | Mystery | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Drama, Mystery, Thriller,,122 mins.,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,http://www.imdb.com/title/tt0347246/,Ghost in the Shell 2: Innocence (2004),Ghost in the Shell 2: Innocence (2004),Ghost in the Shell 2: Innocence,2004,7.6,Dir:,http://www.imdb.com/name/nm0651900/,With:,http://www.imdb.com/name/nm0960033/,Akio Ôtsuka,,,",",http://www.imdb.com/name/nm0848968/,",",http://www.imdb.com/name/nm0645634/,Tamio Ôki,,,,,,Animation | Drama | Sci-Fi | Thriller,http://www.imdb.com/genre/animation, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Animation, Drama, Sci-Fi, Thriller,,100 mins.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,http://www.imdb.com/title/tt0083972/,Friday the 13th Part III (1982),Friday the 13th Part III (1982),Friday the 13th Part III,1982,5.7,Dir:,http://www.imdb.com/name/nm0591171/,With:,http://www.imdb.com/name/nm0454011/,Dana Kimmell,,,",",http://www.imdb.com/name/nm0767394/,",",http://www.imdb.com/name/nm0111777/,Richard Brooker,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,95 mins.,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,http://www.imdb.com/title/tt0326806/,Civil Brand (2002),Civil Brand (2002),Civil Brand,2002,5.2,Dir:,http://www.imdb.com/name/nm0056006/,With:,http://www.imdb.com/name/nm0513964/,LisaRaye McCoy,,,",",http://www.imdb.com/name/nm0942668/,",",http://www.imdb.com/name/nm0080049/,Yasiin Bey,,,,,,Drama | Thriller | Crime,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller, http://www.imdb.com/genre/crime,Drama, Thriller, Crime,,95 mins.,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,http://www.imdb.com/title/tt0097981/,A Nightmare on Elm Street 5: The Dream Child (1989),A Nightmare on Elm Street 5: The Dream Child (1989),A Nightmare on Elm Street 5: The Dream Child,1989,5.1,Dir:,http://www.imdb.com/name/nm0394280/,With:,http://www.imdb.com/name/nm0000387/,Robert Englund,,,",",http://www.imdb.com/name/nm0928244/,",",http://www.imdb.com/name/nm0591702/,Kelly Jo Minter,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,89 mins.,"89""﻿number,image_link,image_link/_text,image_link/_title,image,image/_alt,title_link,title_link/_text,title_link/_title,yeartype_number,ratingstars_link_1,ratingstars_link_1/_text,ratingstars_link_1/_title,ratingstars_link_2,ratingstars_link_2/_text,ratingstars_link_2/_title,ratingstars_link_3,ratingstars_link_3/_text,ratingstars_link_3/_title,ratingstars_link_4,ratingstars_link_4/_text,ratingstars_link_4/_title,ratingstars_link_5,ratingstars_link_5/_text,ratingstars_link_5/_title,ratingstars_link_6,ratingstars_link_6/_text,ratingstars_link_6/_title,ratingstars_link_7,ratingstars_link_7/_text,ratingstars_link_7/_title,ratingstars_link_8,ratingstars_link_8/_text,ratingstars_link_8/_title,ratingstars_link_9,ratingstars_link_9/_text,ratingstars_link_9/_title,10_link,10_link/_text,10_link/_title,value_number,text_label,grey_number,x_link,x_link/_text,x_link/_title,outline_description,dir_label,dir_link,dir_link/_text,dir_link/_title,credit_value_1,credit_link_1,credit_link_1/_text,credit_link_1/_title,credit_value_2,credit_value_3,credit_link_2,credit_link_2/_text,credit_link_2/_title,td_label,credit_link_3,credit_link_3/_text,credit_link_3/_title,credit_value_4,credit_link_4,credit_link_4/_text,credit_link_4/_title,genre_content,genre_links,genre_links/_text,genre_links/_title,runtime_value,runtime_value_numbers
""2301",http://www.imdb.com/title/tt1241330/,,Road Kill (2010),"http://ia.media-imdb.com/images/M/MV5BMTk0NDUwNTc1N15BMl5BanBnXkFtZTcwNDIzNjg1Mw@@._V1._SX54_CR0,0,54,74_.jpg",Road Kill (2010),http://www.imdb.com/title/tt1241330/,Road Kill,,2010,http://www.imdb.com/register/login?why=vote,1,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,2,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,3,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,4,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,5,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,6,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,7,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,8,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,9,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,10,Register or login to rate this title,3.8,/,10,http://www.imdb.com/title/tt1241330/vote?v=X,k=BCYlHyjyALDzy50Am7LeM84Ju78fR9v9zsMsfA0amivI_gm8w41MdxbcltvIrGetaN7hijeBoOkiSqTebtSprwLRu3VHAIWK6P2lNd1r5lNzeivAhRa5QWG-0EvMFpXqpYJg,X,Delete,A supernatural thriller about a group of teenagers menaced by a driver-less train in the Australian outback.,Dir:,http://www.imdb.com/name/nm0290131/,Dean Francis,,With:,http://www.imdb.com/name/nm2366079/,Bob Morley,,,",",http://www.imdb.com/name/nm2998321/,Sophie Lowe,,",",http://www.imdb.com/name/nm3418737/,Georgina Haig,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,87 mins.,87,,,,,,,,,,,,,,,,
2302,http://www.imdb.com/title/tt0134619/,Disturbing Behavior (1998),Disturbing Behavior (1998),Disturbing Behavior,1998,5.5,http://www.imdb.com/name/nm0638354/,David Nutter,http://www.imdb.com/name/nm0005188/,James Marsden,,,",",http://www.imdb.com/name/nm0005017/,Katie Holmes,http://www.imdb.com/name/nm0001763/,Nick Stahl,,,,,,Horror | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Horror, Mystery, Sci-Fi, Thriller,,84 mins.,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,http://www.imdb.com/title/tt1136684/,Run! Bitch Run! (2009),Run! Bitch Run! (2009),Run! Bitch Run!,2009,4.2,http://www.imdb.com/name/nm2005138/,Joseph Guzman,http://www.imdb.com/name/nm2010634/,Ivet Corvea,,,",",http://www.imdb.com/name/nm2466076/,Cheryl Lyone,http://www.imdb.com/name/nm2516630/,John Winscher,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,90 mins.,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,http://www.imdb.com/title/tt0472071/,Death Defying Acts (2007),Death Defying Acts (2007),Death Defying Acts,2007,5.9,http://www.imdb.com/name/nm0000788/,Gillian Armstrong,http://www.imdb.com/name/nm0001876/,Catherine Zeta-Jones,,,",",http://www.imdb.com/name/nm0001602/,Guy Pearce,http://www.imdb.com/name/nm0001758/,Timothy Spall,,,,,,Drama | Romance | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Drama, Romance, Thriller,,97 mins.,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,http://www.imdb.com/title/tt0101669/,Dead Again (1991),Dead Again (1991),Dead Again,1991,7,http://www.imdb.com/name/nm0000110/,Kenneth Branagh,http://www.imdb.com/name/nm0000110/,Kenneth Branagh,,,",",http://www.imdb.com/name/nm0000668/,Emma Thompson,http://www.imdb.com/name/nm0000412/,Andy Garcia,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,107 mins.,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,http://www.imdb.com/title/tt3152098/,Mega Shark vs. Mecha Shark (2014),Mega Shark vs. Mecha Shark (2014),Mega Shark vs. Mecha Shark,2014,2.6,http://www.imdb.com/name/nm0808136/,Emile Edwin Smith,http://www.imdb.com/name/nm0431895/,Christopher Judge,,,",",http://www.imdb.com/name/nm0737533/,Elisabeth Röhm,http://www.imdb.com/name/nm0969523/,Matt Lagan,,,,,,Action | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Sci-Fi, Thriller,,85 mins.,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,http://www.imdb.com/title/tt0220506/,Halloween: Resurrection (2002),Halloween: Resurrection (2002),Halloween: Resurrection,2002,4.1,http://www.imdb.com/name/nm0742819/,Rick Rosenthal,http://www.imdb.com/name/nm0000130/,Jamie Lee Curtis,,,",",http://www.imdb.com/name/nm0005354/,Busta Rhymes,http://www.imdb.com/name/nm0520562/,Brad Loree,,,,,,Comedy | Horror | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Comedy, Horror, Thriller,,94 mins.,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,http://www.imdb.com/title/tt2226666/,Jism 2 (2012),Jism 2 (2012),Jism 2,2012,2.9,http://www.imdb.com/name/nm0080324/,Pooja Bhatt,http://www.imdb.com/name/nm0393535/,Randeep Hooda,,,",",http://www.imdb.com/name/nm1293381/,Sunny Leone,http://www.imdb.com/name/nm3349461/,Arunoday Singh,,,,,,Drama | Romance | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Drama, Romance, Thriller,,130 mins.,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,http://www.imdb.com/title/tt0104684/,Hard Boiled (1992),Hard Boiled (1992),Hard Boiled,1992,7.9,http://www.imdb.com/name/nm0000247/,John Woo,http://www.imdb.com/name/nm0000334/,Yun-Fat Chow,,,",",http://www.imdb.com/name/nm0504897/,Tony Chiu Wai Leung,http://www.imdb.com/name/nm0594909/,Teresa Mo,,,,,,Action | Crime | Drama | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Action, Crime, Drama, Thriller,,128 mins.,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,http://www.imdb.com/title/tt0107711/,Nowhere to Run (1993),Nowhere to Run (1993),Nowhere to Run,1993,5.5,http://www.imdb.com/name/nm0363553/,Robert Harmon,http://www.imdb.com/name/nm0000241/,Jean-Claude Van Damme,,,",",http://www.imdb.com/name/nm0000275/,Rosanna Arquette,http://www.imdb.com/name/nm0001085/,Kieran Culkin,,,,,,Action | Crime | Drama | Romance | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Action, Crime, Drama, Romance, Thriller,,94 mins.,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,http://www.imdb.com/title/tt3383214/,Fire City: End of Days (2015),Fire City: End of Days (2015),Fire City: End of Days,2015,5.2,http://www.imdb.com/name/nm0940430/,Tom Woodruff Jr.,http://www.imdb.com/name/nm0420564/,Tobias Jelinek,,,",",http://www.imdb.com/name/nm1058095/,Danielle Chuchran,http://www.imdb.com/name/nm4559997/,Keely Aloña,,,,,,Fantasy | Horror | Thriller,http://www.imdb.com/genre/fantasy, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Fantasy, Horror, Thriller,,101 mins.,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,http://www.imdb.com/title/tt0050356/,The Enemy Below (1957),The Enemy Below (1957),The Enemy Below,1957,7.6,http://www.imdb.com/name/nm0694090/,Dick Powell,http://www.imdb.com/name/nm0000053/,Robert Mitchum,,,",",http://www.imdb.com/name/nm0432007/,Curd Jürgens,http://www.imdb.com/name/nm0373314/,David Hedison,,,,,,Action | Adventure | Drama | Thriller | War,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller, http://www.imdb.com/genre/war,Action, Adventure, Drama, Thriller, War,,98 mins.,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,http://www.imdb.com/title/tt0285728/,Dahmer (2002),Dahmer (2002),Dahmer,2002,5.6,http://www.imdb.com/name/nm0414817/,David Jacobson,http://www.imdb.com/name/nm0719637/,Jeremy Renner,,,",",http://www.imdb.com/name/nm0001117/,Bruce Davison,http://www.imdb.com/name/nm0907539/,Artel Great,,,,,,Biography | Crime | Drama | Horror | Thriller,http://www.imdb.com/genre/biography, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Biography, Crime, Drama, Horror, Thriller,,101 mins.,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,http://www.imdb.com/title/tt0107254/,Jason Goes to Hell: The Final Friday (1993),Jason Goes to Hell: The Final Friday (1993),Jason Goes to Hell: The Final Friday,1993,4.3,http://www.imdb.com/name/nm0546057/,Adam Marcus,http://www.imdb.com/name/nm0501154/,John D. LeMay,,,",",http://www.imdb.com/name/nm0444443/,Kari Keegan,http://www.imdb.com/name/nm0387987/,Kane Hodder,,,,,,Fantasy | Horror | Thriller,http://www.imdb.com/genre/fantasy, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Fantasy, Horror, Thriller,,87 mins.,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,http://www.imdb.com/title/tt0034248/,Suspicion (1941),Suspicion (1941),Suspicion,1941,7.5,http://www.imdb.com/name/nm0000033/,Alfred Hitchcock,http://www.imdb.com/name/nm0000026/,Cary Grant,,,",",http://www.imdb.com/name/nm0000021/,Joan Fontaine,http://www.imdb.com/name/nm0362567/,Cedric Hardwicke,,,,,,Mystery | Thriller,http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Mystery, Thriller,,99 mins.,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,http://www.imdb.com/title/tt3685622/,600 Miles (2015),600 Miles (2015),600 Miles,2015,6.2,http://www.imdb.com/name/nm2239581/,Gabriel Ripstein,http://www.imdb.com/name/nm0000619/,Tim Roth,,,",",http://www.imdb.com/name/nm2946712/,Kristyan Ferrer,http://www.imdb.com/name/nm2415604/,Mónica Del Carmen,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,85 mins.,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,http://www.imdb.com/title/tt0100114/,Marked for Death (1990),Marked for Death (1990),Marked for Death,1990,5.9,http://www.imdb.com/name/nm0514546/,Dwight H. Little,http://www.imdb.com/name/nm0000219/,Steven Seagal,,,",",http://www.imdb.com/name/nm0001586/,Joanna Pacula,http://www.imdb.com/name/nm0908534/,Basil Wallace,,,,,,Action | Adventure | Crime | Drama | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Action, Adventure, Crime, Drama, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,http://www.imdb.com/title/tt0074811/,The Tenant (1976),The Tenant (1976),The Tenant,1976,7.8,http://www.imdb.com/name/nm0000591/,Roman Polanski,http://www.imdb.com/name/nm0000591/,Roman Polanski,,,",",http://www.imdb.com/name/nm0000254/,Isabelle Adjani,http://www.imdb.com/name/nm0002048/,Melvyn Douglas,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,126 mins.,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,http://www.imdb.com/title/tt0087262/,Firestarter (1984),Firestarter (1984),Firestarter,1984,6,http://www.imdb.com/name/nm0504495/,Mark L. Lester,http://www.imdb.com/name/nm0000106/,Drew Barrymore,,,",",http://www.imdb.com/name/nm0001418/,David Keith,http://www.imdb.com/name/nm0428086/,Freddie Jones,,,,,,Action | Horror | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Horror, Sci-Fi, Thriller,,114 mins.,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,http://www.imdb.com/title/tt0144814/,The Rage: Carrie 2 (1999),The Rage: Carrie 2 (1999),The Rage: Carrie 2,1999,4.6,http://www.imdb.com/name/nm0002240/,Katt Shea,http://www.imdb.com/name/nm0004749/,Emily Bergl,,,",",http://www.imdb.com/name/nm0518715/,Jason London,http://www.imdb.com/name/nm0116465/,Dylan Bruno,,,,,,Horror | Sci-Fi | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Horror, Sci-Fi, Thriller,,104 mins.,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,http://www.imdb.com/title/tt0070698/,Sisters (1973),Sisters (1973),Sisters,1973,7,http://www.imdb.com/name/nm0000361/,Brian De Palma,http://www.imdb.com/name/nm0452288/,Margot Kidder,,,",",http://www.imdb.com/name/nm0759022/,Jennifer Salt,http://www.imdb.com/name/nm0001164/,Charles Durning,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,http://www.imdb.com/title/tt2036376/,Girls Against Boys (2012),Girls Against Boys (2012),Girls Against Boys,2012,4.8,http://www.imdb.com/name/nm0157222/,Austin Chick,http://www.imdb.com/name/nm2674140/,Nicole LaLiberte,,,",",http://www.imdb.com/name/nm1263939/,Danielle Panabaker,http://www.imdb.com/name/nm1013218/,Matthew Rauch,,,,,,Drama | Horror | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Drama, Horror, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,http://www.imdb.com/title/tt0267261/,Senso '45 (2002),Senso '45 (2002),Senso '45,2002,5.1,http://www.imdb.com/name/nm0000972/,Tinto Brass,http://www.imdb.com/name/nm0302105/,Anna Galiena,,,",",http://www.imdb.com/name/nm0307490/,Gabriel Garko,http://www.imdb.com/name/nm0104393/,Franco Branciaroli,,,,,,Drama | Romance | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Drama, Romance, Thriller,,128 mins.,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,http://www.imdb.com/title/tt0079240/,The Great Train Robbery (1979),The Great Train Robbery (1979),The Great Train Robbery,1979,7,http://www.imdb.com/name/nm0000341/,Michael Crichton,http://www.imdb.com/name/nm0000125/,Sean Connery,,,",",http://www.imdb.com/name/nm0000661/,Donald Sutherland,http://www.imdb.com/name/nm0001153/,Lesley-Anne Down,,,,,,Adventure | Crime | Drama | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Adventure, Crime, Drama, Thriller,,110 mins.,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,http://www.imdb.com/title/tt0120458/,Virus (1999),Virus (1999),Virus,1999,4.8,http://www.imdb.com/name/nm0116497/,John Bruno,http://www.imdb.com/name/nm0000130/,Jamie Lee Curtis,,,",",http://www.imdb.com/name/nm0000287/,William Baldwin,http://www.imdb.com/name/nm0000661/,Donald Sutherland,,,,,,Action | Horror | Thriller | Sci-Fi,http://www.imdb.com/genre/action, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller, http://www.imdb.com/genre/sci_fi,Action, Horror, Thriller, Sci-Fi,,99 mins.,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,http://www.imdb.com/title/tt0188453/,Birthday Girl (2001),Birthday Girl (2001),Birthday Girl,2001,6.1,http://www.imdb.com/name/nm0125336/,Jez Butterworth,http://www.imdb.com/name/nm0000173/,Nicole Kidman,,,",",http://www.imdb.com/name/nm0001993/,Vincent Cassel,http://www.imdb.com/name/nm0001035/,Ben Chaplin,,,,,,Comedy | Crime | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Comedy, Crime, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,http://www.imdb.com/title/tt0063121/,Ice Station Zebra (1968),Ice Station Zebra (1968),Ice Station Zebra,1968,6.6,http://www.imdb.com/name/nm0836328/,John Sturges,http://www.imdb.com/name/nm0001369/,Rock Hudson,,,",",http://www.imdb.com/name/nm0000308/,Ernest Borgnine,http://www.imdb.com/name/nm0001526/,Patrick McGoohan,,,,,,Adventure | Drama | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Adventure, Drama, Thriller,,148 mins.,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,http://www.imdb.com/title/tt1368440/,Branded (2012),Branded (2012),Branded,2012,4.7,http://www.imdb.com/name/nm1972793/,Jamie Bradshaw,http://www.imdb.com/name/nm1856884/,Aleksandr Dulerayn,,With:,,http://www.imdb.com/name/nm0832380/,Ed Stoppard,http://www.imdb.com/name/nm0005447/,Leelee Sobieski,,",",http://www.imdb.com/name/nm0001787/,Jeffrey Tambor,,Drama | Fantasy | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/fantasy, http://www.imdb.com/genre/thriller,Drama, Fantasy, Thriller,,106 mins.,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,http://www.imdb.com/title/tt0077355/,Coma (1978),Coma (1978),Coma,1978,6.8,http://www.imdb.com/name/nm0000341/,Michael Crichton,http://www.imdb.com/name/nm0000140/,Michael Douglas,,,",",http://www.imdb.com/name/nm0001800/,Rip Torn,http://www.imdb.com/name/nm0000991/,Geneviève Bujold,,,,,,Drama | Horror | Mystery | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Drama, Horror, Mystery, Thriller,,113 mins.,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
